date,home_team,away_team,home_form,away_form,home_avg_goals_for,away_avg_goals_for,home_avg_goals_against,away_avg_goals_against,home_win_pct,away_win_pct,home_clean_sheet_pct,away_clean_sheet_pct,home_wc_experience,away_wc_experience,h2h_home_strength,elo_diff,fifa_rank_diff,outcome
2019-02-12,Panama,Poland,0.3333333333333333,0.4444444444444444,1.0,2.0,1.0,2.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.1,0.1,0.5,-93.90000000000009,-12.0,2
2019-02-13,Jamaica,Tunisia,0.0,0.26666666666666666,0.0,1.6,1.0,2.4,0.0,0.2,0.0,0.0,0.1,0.1,0.5,-102.90000000000009,-17.0,2
2019-02-14,Egypt,Uruguay,0.5,0.3333333333333333,1.2,3.0,1.2,3.0,0.4,0.0,0.25,0.0,0.1,0.1,0.5,-163.70000000000005,-20.0,0
2019-02-15,Serbia,Switzerland,0.5555555555555556,0.5,2.0,1.2,1.6666666666666667,1.2,0.3333333333333333,0.4,0.3333333333333333,0.25,0.1,0.1,0.5,-92.59999999999991,-11.0,0
2019-02-16,Tunisia,Turkey,0.4666666666666667,0.0,2.0,1.0,2.5,2.0,0.3333333333333333,0.0,0.0,0.0,0.1,0.1,0.5,24.299999999999955,13.0,0
2019-02-16,Germany,Cape Verde,1.0,1.0,3.6666666666666665,1.0,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,1.0,0.1,0.1,0.5,357.60000000000014,39.0,0
2019-02-17,Switzerland,Tunisia,0.0,0.6666666666666666,1.0,2.142857142857143,2.0,2.2857142857142856,0.0,0.42857142857142855,0.0,0.0,0.1,0.1,0.5,173.29999999999995,14.0,0
2019-02-18,Denmark,Curacao,0.16666666666666666,0.2222222222222222,1.5,1.6666666666666667,2.0,2.0,0.0,0.0,0.5,0.0,0.1,0.1,0.5,316.29999999999995,31.0,0
2019-02-19,Scotland,Uzbekistan,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.5,39.200000000000045,3.0,0
2019-02-20,Uruguay,Saudi Arabia,0.16666666666666666,1.0,3.0,4.0,3.5,3.0,0.0,1.0,0.0,0.0,0.1,0.1,0.5,207.4000000000001,23.0,0
2019-02-21,United States,Panama,0.4444444444444444,0.2222222222222222,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.1,0.1,0.5,190.20000000000005,19.0,0
2019-02-22,Argentina,Uruguay,0.7777777777777778,0.4444444444444444,1.3333333333333333,3.6666666666666665,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.1,0.5,179.79999999999995,11.0,0
2019-02-23,Qatar,England,0.3333333333333333,0.3333333333333333,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.5,-363.8000000000002,-33.0,0
2019-02-24,France,Netherlands,0.6666666666666666,0.6666666666666666,0.5,1.3333333333333333,0.0,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.1,0.1,0.5,72.0,5.0,2
2019-02-25,Japan,Portugal,0.0,0.6666666666666666,1.0,1.5,2.0,0.5,0.0,0.5,0.0,0.5,0.1,0.1,0.5,-220.89999999999986,-13.0,2
2019-02-25,Tunisia,Turkey,0.6666666666666666,0.0,2.125,1.0,2.375,2.5,0.375,0.0,0.0,0.0,0.1,0.1,0.5,24.299999999999955,13.0,0
2019-02-26,United States,Croatia,0.5833333333333334,0.5,2.0,1.2,1.5,1.2,0.5,0.4,0.0,0.25,0.1,0.1,0.5,-35.200000000000045,-6.0,2
2019-02-27,Netherlands,Portugal,0.75,0.7777777777777778,1.25,1.6666666666666667,0.75,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,0.1,0.1,0.5,-41.5,-2.0,0
2019-02-28,Canada,Cape Verde,0.5,0.5,3.5,0.5,4.0,1.5,0.5,0.5,0.0,0.5,0.1,0.1,0.5,171.5,21.0,0
2019-03-01,Wales,Portugal,0.16666666666666666,0.5833333333333334,1.25,1.75,2.25,1.25,0.0,0.5,0.0,0.25,0.1,0.1,0.5,-299.20000000000005,-26.0,2
2019-03-02,Algeria,Croatia,0.5,1.0,2.0,1.0,2.0,0.0,0.5,1.0,0.0,1.0,0.1,0.1,0.5,-208.9000000000001,-23.0,0
2019-03-03,Wales,Belgium,0.13333333333333333,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,-267.3000000000002,-23.0,0
2019-03-04,Portugal,Iran,0.6666666666666666,0.5,1.6,1.2,1.0,1.2,0.6,0.4,0.4,0.25,0.1,0.1,0.5,271.29999999999995,23.0,0
2019-03-05,Argentina,Egypt,0.8333333333333334,1.0,1.25,4.0,0.5,3.0,0.75,1.0,0.5,0.0,0.1,0.1,0.5,343.5,31.0,0
2019-03-06,Turkey,Australia,0.0,0.5,1.3333333333333333,1.2,2.6666666666666665,1.2,0.0,0.4,0.0,0.25,0.1,0.1,0.5,-73.89999999999986,-12.0,2
2019-03-07,Netherlands,South Korea,0.8,0.7777777777777778,1.6,1.6666666666666667,1.0,1.0,0.8,0.6666666666666666,0.4,0.3333333333333333,0.1,0.1,0.5,214.5999999999999,13.0,0
2019-03-07,Nigeria,Serbia,0.0,0.6666666666666666,0.0,2.0,1.0,1.5,0.0,0.5,0.0,0.25,0.1,0.1,0.5,-68.70000000000005,-7.0,2
2019-03-08,Jamaica,Scotland,0.0,0.5,1.5,1.0,2.5,1.0,0.0,0.5,0.0,0.0,0.1,0.1,0.5,-36.90000000000009,-5.0,0
2019-03-09,Ukraine,Uzbekistan,0.3333333333333333,0.5,1.25,1.0,2.25,1.0,0.25,0.5,0.25,0.5,0.1,0.1,0.5,200.10000000000014,19.0,2
2019-03-10,Brazil,Ukraine,1.0,0.26666666666666666,2.5,1.4,0.75,2.4,1.0,0.2,0.75,0.2,0.1,0.1,0.5,277.89999999999986,22.0,0
2019-03-11,Curacao,France,0.16666666666666666,0.4444444444444444,1.75,0.3333333333333333,2.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.1,0.1,0.5,-503.5,-45.0,2
2019-03-12,Belgium,Panama,0.0,0.16666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.75,0.0,0.0,0.0,0.25,0.1,0.1,0.5,330.9000000000001,28.0,0
2019-03-13,Netherlands,Wales,0.8,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.8333333333333334,2.0,0.8333333333333334,0.16666666666666666,0.5,0.0,0.1,0.1,0.5,257.70000000000005,24.0,0
2019-03-14,Argentina,Belgium,0.8666666666666667,0.25,1.4,1.5,0.6,1.75,0.8,0.25,0.4,0.25,0.1,0.1,0.5,61.899999999999864,7.0,2
2019-03-15,Austria,United States,0.4444444444444444,0.4666666666666667,0.6666666666666666,1.6,1.3333333333333333,1.4,0.3333333333333333,0.4,0.3333333333333333,0.0,0.1,0.1,0.5,-86.40000000000009,-6.0,2
2019-03-16,Iran,Croatia,0.0,0.5,3.0,2.0,4.0,2.0,0.0,0.5,0.0,0.5,0.1,0.1,0.5,-133.9000000000001,-17.0,2
2019-03-16,Spain,Mexico,0.5,0.0,3.5,0.0,3.25,2.0,0.5,0.0,0.25,0.0,0.1,0.1,0.5,194.29999999999995,13.0,1
2019-03-17,Argentina,Italy,0.6666666666666666,1.0,1.5,2.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.1,0.1,0.5,150.29999999999995,9.0,0
2019-03-18,Canada,New Zealand,0.6666666666666666,0.0,3.6666666666666665,1.0,3.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.1,0.1,0.5,145.79999999999995,18.0,0
2019-03-19,Uruguay,Egypt,0.3333333333333333,0.5,2.75,2.5,2.0,2.5,0.25,0.5,0.25,0.0,0.1,0.1,0.5,163.70000000000005,20.0,0
2019-03-20,Mexico,Uruguay,0.16666666666666666,0.4666666666666667,0.5,3.0,1.5,1.8,0.0,0.4,0.0,0.2,0.1,0.1,0.5,-19.0,-7.0,0
2019-03-21,Brazil,Scotland,1.0,0.3333333333333333,2.6,1.6666666666666667,0.8,2.0,1.0,0.3333333333333333,0.6,0.0,0.1,0.1,0.5,438.79999999999995,38.0,1
2019-03-22,Nigeria,Portugal,0.0,0.6666666666666666,0.0,2.0,1.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.1,0.1,0.5,-334.29999999999995,-28.0,2
2019-03-23,Tunisia,Switzerland,0.6666666666666666,0.5,2.2222222222222223,2.0,2.3333333333333335,2.0,0.4444444444444444,0.5,0.0,0.0,0.1,0.1,0.5,-173.29999999999995,-14.0,1
2019-03-24,Poland,Argentina,0.5833333333333334,0.8,2.0,1.4285714285714286,1.75,0.8571428571428571,0.5,0.7142857142857143,0.25,0.42857142857142855,0.1,0.1,0.5,-298.89999999999986,-23.0,2
2019-03-25,Netherlands,Nigeria,0.8,0.0,1.7142857142857142,0.6666666666666666,0.8571428571428571,1.6666666666666667,0.8571428571428571,0.0,0.42857142857142855,0.0,0.1,0.1,0.5,292.79999999999995,26.0,0
2019-03-25,Belgium,Chile,0.4,0.2222222222222222,1.8,1.6666666666666667,1.8,2.0,0.4,0.0,0.2,0.0,0.1,0.1,0.5,327.3000000000002,31.0,0
2019-03-26,Denmark,Uzbekistan,0.4444444444444444,0.6666666666666666,2.0,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1,0.1,0.5,294.79999999999995,28.0,2
2019-03-27,Senegal,Algeria,0.0,0.6666666666666666,0.0,2.6666666666666665,1.0,2.3333333333333335,0.0,0.6666666666666666,0.0,0.0,0.1,0.1,0.5,109.70000000000005,13.0,0
2019-03-28,Cape Verde,Ukraine,0.3333333333333333,0.06666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1,0.1,0.5,-234.10000000000014,-23.0,0
2019-03-29,Saudi Arabia,Portugal,0.6666666666666666,0.8,2.6666666666666665,2.142857142857143,3.6666666666666665,1.4285714285714286,0.6666666666666666,0.7142857142857143,0.0,0.2857142857142857,0.1,0.1,0.5,-357.20000000000005,-30.0,2
2019-03-30,Belgium,Algeria,0.6,0.5,1.8333333333333333,2.25,1.6666666666666667,2.5,0.5,0.5,0.16666666666666666,0.0,0.1,0.1,0.5,314.4000000000001,26.0,0
2019-03-31,Denmark,Morocco,0.3333333333333333,0.16666666666666666,2.0,1.5,2.25,2.0,0.25,0.0,0.25,0.0,0.1,0.1,0.5,-23.200000000000045,-2.0,0
2019-04-01,Germany,New Zealand,1.0,0.0,3.5,1.6666666666666667,0.5,3.3333333333333335,1.0,0.0,0.75,0.0,0.1,0.1,0.5,331.9000000000001,36.0,0
2019-04-02,Turkey,Jordan,0.0,0.3333333333333333,1.25,0.0,2.75,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.5,100.90000000000009,1.0,2
2019-04-03,Denmark,Canada,0.4666666666666667,0.75,2.2,3.75,2.2,3.0,0.4,0.75,0.2,0.0,0.1,0.1,0.5,157.29999999999995,11.0,0
2019-04-04,Cape Verde,Ukraine,0.5,0.0,1.0,1.1428571428571428,1.75,2.4285714285714284,0.5,0.14285714285714285,0.5,0.14285714285714285,0.1,0.1,0.5,-234.10000000000014,-23.0,0
2019-04-04,Brazil,Colombia,0.8666666666666667,0.3333333333333333,2.5,3.0,1.0,3.0,0.8333333333333334,0.0,0.5,0.0,0.1,0.1,0.5,172.39999999999986,10.0,1
2019-04-05,Italy,Wales,0.5,0.26666666666666666,1.0,1.2857142857142858,1.0,2.0,0.5,0.14285714285714285,0.0,0.0,0.1,0.1,0.5,178.9000000000001,21.0,0
2019-04-06,Iran,Ecuador,0.0,0.3333333333333333,2.5,2.0,3.5,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,-20.200000000000045,-6.0,2
2019-04-07,Germany,Ecuador,1.0,0.6666666666666666,3.4,3.5,0.4,3.0,1.0,0.5,0.8,0.0,0.1,0.1,0.5,123.20000000000005,13.0,0
2019-04-08,Uruguay,Algeria,0.4,0.4,2.6666666666666665,2.2,2.0,2.6,0.3333333333333333,0.4,0.16666666666666666,0.0,0.1,0.1,0.5,196.5,22.0,0
2019-04-09,Chile,Morocco,0.16666666666666666,0.1111111111111111,1.5,1.6666666666666667,2.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.1,0.1,0.5,-225.70000000000005,-25.0,0
2019-04-10,Chile,Costa Rica,0.3333333333333333,0.4166666666666667,1.4,1.5,1.6,1.0,0.2,0.25,0.2,0.25,0.1,0.1,0.5,16.59999999999991,-1.0,1
2019-04-11,Brazil,Colombia,0.7333333333333333,0.3333333333333333,2.2857142857142856,2.0,1.0,2.0,0.7142857142857143,0.0,0.42857142857142855,0.0,0.1,0.1,0.5,172.39999999999986,10.0,0
2019-04-12,Panama,United States,0.13333333333333333,0.4666666666666667,0.8,2.1666666666666665,1.8,1.8333333333333333,0.0,0.5,0.2,0.0,0.1,0.1,0.5,-190.20000000000005,-19.0,2
2019-04-13,Costa Rica,Argentina,0.4,0.8,1.4,1.5,1.0,0.75,0.2,0.75,0.2,0.5,0.1,0.1,0.5,-405.79999999999995,-37.0,2
2019-04-13,Ecuador,Nigeria,0.4444444444444444,0.0,3.0,1.0,3.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.1,0.1,0.5,83.20000000000005,11.0,0
2019-04-14,Senegal,Jordan,0.5,0.6666666666666666,1.5,2.5,1.0,2.0,0.5,0.5,0.0,0.5,0.1,0.1,0.5,234.9000000000001,22.0,2
2019-04-15,France,Australia,0.5833333333333334,1.0,0.5,3.0,0.25,1.0,0.5,1.0,0.75,0.0,0.1,0.1,0.5,327.20000000000005,28.0,1
2019-04-16,Mexico,Poland,0.4444444444444444,0.4666666666666667,1.3333333333333333,1.6,1.3333333333333333,1.8,0.3333333333333333,0.4,0.0,0.2,0.1,0.1,0.5,100.09999999999991,5.0,0
2019-04-17,United States,Netherlands,0.6,1.0,2.142857142857143,1.875,1.7142857142857142,1.0,0.5714285714285714,0.875,0.0,0.375,0.1,0.1,0.5,-131.0999999999999,-10.0,2
2019-04-18,Iran,Wales,0.0,0.2,3.0,1.25,4.0,2.0,0.0,0.125,0.0,0.0,0.1,0.1,0.5,27.90000000000009,3.0,1
2019-04-19,Argentina,Austria,0.8,0.3333333333333333,1.5555555555555556,1.5,0.6666666666666666,2.25,0.7777777777777778,0.25,0.5555555555555556,0.25,0.1,0.1,0.5,289.0,22.0,0
2019-04-20,Japan,Croatia,0.0,0.6666666666666666,1.0,2.3333333333333335,2.0,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.1,0.1,0.5,-83.5,-7.0,1
2019-04-21,United States,Germany,0.6,1.0,1.875,3.3333333333333335,1.625,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.1,0.1,0.5,-44.700000000000045,-8.0,0
2019-04-22,Switzerland,Brazil,0.4444444444444444,0.7333333333333333,2.3333333333333335,2.25,2.3333333333333335,1.0,0.3333333333333333,0.75,0.0,0.375,0.1,0.1,0.5,-199.5,-12.0,0
2019-04-22,Portugal,Japan,0.8,0.1111111111111111,2.125,0.6666666666666666,1.375,1.3333333333333333,0.75,0.0,0.25,0.3333333333333333,0.1,0.1,0.5,220.89999999999986,13.0,1
2019-04-23,Turkey,Spain,0.0,0.4666666666666667,1.8,3.0,3.2,2.8,0.0,0.4,0.0,0.2,0.1,0.1,0.5,-396.0999999999999,-36.0,2
2019-04-24,Wales,Chile,0.26666666666666666,0.3333333333333333,1.1111111111111112,1.3333333333333333,1.7777777777777777,1.5,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.1,0.1,0.5,60.0,8.0,0
2019-04-25,Belgium,Brazil,0.8,0.5333333333333333,2.0,2.0,1.7142857142857142,1.0,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.1,0.1,0.5,-58.399999999999864,-5.0,1
2019-04-26,Colombia,Ukraine,0.2222222222222222,0.0,1.6666666666666667,1.25,2.0,2.5,0.0,0.125,0.0,0.125,0.1,0.1,0.5,105.5,12.0,0
2019-04-27,Morocco,Iran,0.08333333333333333,0.08333333333333333,1.25,2.25,2.0,3.0,0.0,0.0,0.0,0.25,0.1,0.1,0.5,137.79999999999995,14.0,1
2019-04-28,New Zealand,Jordan,0.0,0.7777777777777778,1.25,2.3333333333333335,3.25,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.1,0.1,0.5,11.700000000000045,-2.0,1
2019-04-29,Canada,Wales,0.6,0.4666666666666667,3.4,1.1,3.0,1.6,0.6,0.2,0.0,0.2,0.1,0.1,0.5,-14.799999999999955,4.0,2
2019-04-30,Iran,Chile,0.13333333333333333,0.26666666666666666,2.0,1.1428571428571428,2.6,1.4285714285714286,0.0,0.14285714285714285,0.2,0.14285714285714285,0.1,0.1,0.5,87.90000000000009,11.0,2
2019-05-01,United States,South Korea,0.6,0.5833333333333334,1.8888888888888888,1.25,1.5555555555555556,1.25,0.5555555555555556,0.5,0.0,0.25,0.1,0.1,0.5,83.5,3.0,0
2019-05-01,Senegal,Saudi Arabia,0.3333333333333333,0.5,1.3333333333333333,2.25,1.3333333333333333,3.25,0.3333333333333333,0.5,0.0,0.0,0.1,0.1,0.5,120.60000000000014,14.0,0
2019-05-02,Austria,Croatia,0.26666666666666666,0.5833333333333334,1.2,1.75,2.0,1.5,0.2,0.5,0.2,0.5,0.1,0.1,0.5,-121.60000000000014,-12.0,0
2019-05-03,Austria,Ecuador,0.26666666666666666,0.5833333333333334,1.1666666666666667,2.5,1.6666666666666667,2.25,0.3333333333333333,0.5,0.3333333333333333,0.25,0.1,0.1,0.5,-7.900000000000091,-1.0,0
2019-05-04,Tunisia,Curacao,0.6666666666666666,0.13333333333333333,2.3,1.4,2.4,2.0,0.4,0.0,0.0,0.0,0.1,0.1,0.5,126.70000000000005,18.0,0
2019-05-05,Germany,Spain,0.8,0.6666666666666666,3.0,3.1666666666666665,0.8571428571428571,2.3333333333333335,0.8571428571428571,0.5,0.5714285714285714,0.3333333333333333,0.1,0.1,0.5,-153.39999999999986,-3.0,1
2019-05-06,Mexico,New Zealand,0.5833333333333334,0.06666666666666667,1.75,1.0,1.25,2.6,0.5,0.0,0.0,0.2,0.1,0.1,0.5,291.0,26.0,0
2019-05-07,Argentina,Senegal,0.8,0.5,1.5,1.75,0.6,1.25,0.8,0.5,0.6,0.0,0.1,0.1,0.5,266.5999999999999,20.0,1
2019-05-08,New Zealand,Jamaica,0.06666666666666667,0.3333333333333333,1.0,2.3333333333333335,2.5,2.6666666666666665,0.0,0.3333333333333333,0.16666666666666666,0.0,0.1,0.1,0.5,-10.599999999999909,1.0,1
2019-05-09,Denmark,Morocco,0.6,0.13333333333333333,2.3333333333333335,1.2,2.1666666666666665,1.8,0.5,0.0,0.16666666666666666,0.0,0.1,0.1,0.5,-23.200000000000045,-2.0,0
2019-05-10,Germany,Morocco,0.6666666666666666,0.13333333333333333,2.875,2.0,1.0,2.6666666666666665,0.75,0.0,0.5,0.0,0.1,0.1,0.5,5.600000000000136,5.0,1
